timestamp,sensor_id,pressure_bar,flow_rate_lps,temperature_c,leak_status,burst_status,status,source
2024-01-01 05:50:00,S009,3.770714716143385,103.2357785694081,24.352013276896844,0,0,normal,real
2024-01-02 00:40:00,S007,3.28825693295296,122.24522698022936,12.653307177157815,0,0,normal,real
2024-01-03 12:25:00,S001,2.6595059460223407,67.12099539644481,24.115723900575656,0,0,normal,real
,S006,1.5881998350390631,140.4487376511004,16.162638058975936,1,0,leak,augmented
,S006,0.7087413900235984,317.88107326201487,20.92788478917687,0,1,burst,augmented
,S002,1.3549751612437122,81.02459290410573,16.162427425136173,0,1,burst,augmented
2024-01-01 22:00:00,S008,3.2897487912306715,66.84565166168288,10.038760222674735,0,0,normal,real
2024-01-02 17:05:00,S009,3.38564663473404,59.1996433464924,15.432643821980925,0,0,normal,real
,S002,2.0646132885730326,110.41836511003697,23.92360866278049,1,0,leak,augmented
,S010,1.3176492415834273,175.44941165882673,14.710540100825614,0,1,burst,augmented
,S002,2.2164063598616877,175.7471004779806,8.777672100696362,1,0,leak,augmented
,S007,1.861561950700074,6.423919479884262,25.184719859801124,1,0,leak,augmented
,S003,3.2043821953887197,62.00091648684065,16.352163680449856,1,0,leak,augmented
,S003,1.3013116999756864,113.53435734125142,16.591038416187697,0,1,burst,augmented
2024-01-01 18:35:00,S004,3.329502178887937,139.62137939478953,21.75748830128293,0,0,normal,real
,S002,2.1092091448126,185.37983873620897,22.191582948617537,1,0,leak,augmented
,S002,1.7858329107246076,227.9498184628613,20.844018804679205,0,1,burst,augmented
,S002,1.8735073125816788,154.10567529039113,15.500497394973479,1,0,leak,augmented
2024-01-01 06:20:00,S001,3.820539952957625,85.50277905231181,23.6154055952282,0,0,normal,real
,S010,1.212368481454186,128.30064461706934,20.284917710081707,0,1,burst,augmented
2024-01-01 00:40:00,S010,3.351550491729987,54.69699386833379,22.634271618924977,0,0,normal,real
2024-01-03 09:35:00,S005,3.648045045787061,87.95395113803798,22.98343574758305,0,0,normal,real
,S002,1.2614219506170326,216.05065777118085,18.695172053836327,0,1,burst,augmented
,S008,1.2757798914402623,183.9843398981827,19.343102640575868,0,1,burst,augmented
,S006,1.2803405128849006,180.16528436516893,10.776517577571651,0,1,burst,augmented
,S002,2.8640987821688464,183.58092834611307,20.74577664784459,1,0,leak,augmented
,S007,1.454013438682208,172.20066280505856,16.643169856945377,0,1,burst,augmented
,S005,1.5675603936984688,172.0078699047029,19.12517250194221,1,0,leak,augmented
,S003,0.9755037024558921,208.50641748361824,9.755584578868005,0,1,burst,augmented
,S005,2.1076503382602234,284.8424799578723,10.408072382127191,1,0,leak,augmented
,S003,1.3330544651751801,128.58095138126743,23.195932577086197,0,1,burst,augmented
,S003,1.1541231699115646,249.54965861100857,20.507596036503095,0,1,burst,augmented
,S002,1.220472399678108,189.93972701957532,17.270326666438528,0,1,burst,augmented
,S008,1.5505996150488173,141.07527871764822,15.237740731740653,0,1,burst,augmented
,S005,1.5865904019974577,127.26742615658051,18.7942958819772,1,0,leak,augmented
2024-01-02 12:50:00,S009,3.6229678511893,97.6380192891675,10.00202039506728,0,0,normal,real
2024-01-03 07:55:00,S009,3.492578023965935,140.36741629498815,12.445286707223293,0,0,normal,real
,S004,1.2223012767958692,267.29049863131536,20.00938732452454,0,1,burst,augmented
2024-01-01 15:50:00,S009,3.389409902262555,137.01293117567167,11.372302560966324,0,0,normal,real
2024-01-04 03:40:00,S009,3.171327782659093,159.50025816212923,15.366321449405714,0,0,normal,real
,S004,1.0055612620604077,281.56575723591527,18.116291248119396,0,1,burst,augmented
2024-01-04 02:35:00,S004,3.908315462713409,94.2418736063513,17.131954092536805,0,0,normal,real
,S010,1.9650718228243826,126.29971603163457,19.174587451858326,1,0,leak,augmented
,S006,1.2945031263044888,226.92936600782213,10.933865811855071,0,1,burst,augmented
,S007,1.7852602246429523,95.67279767396006,16.60172111909952,1,0,leak,augmented
2024-01-03 01:25:00,S006,3.553960308787344,59.97914123162829,13.461919808897976,0,0,normal,real
2024-01-03 10:55:00,S001,2.5204510358587324,98.40898590899576,18.31535021824553,0,0,normal,real
2024-01-01 19:45:00,S010,2.610245120995019,75.46368576313111,17.796609228340266,0,0,normal,real
,S006,1.648916864662697,211.19300276041633,14.132656178684623,0,1,burst,augmented
,S007,1.2587171728562074,237.2765873505461,17.556374987497016,0,1,burst,augmented
2024-01-02 11:15:00,S010,2.972543557327522,88.06667649980365,16.940134075980904,1,0,leak,real
2024-01-02 12:05:00,S004,3.1106597336884416,59.90147662103624,15.23230800954219,0,0,normal,real
,S006,0.9577650849207002,195.59798985827373,17.626852287141716,0,1,burst,augmented
,S002,2.112267427742314,75.46605922009074,12.436937664780613,1,0,leak,augmented
2024-01-03 06:20:00,S001,2.913636106661922,80.63701383682512,10.251344567385736,0,0,normal,real
,S004,1.5677719098500444,193.36274292985848,22.4355675289886,0,1,burst,augmented
,S006,2.736348923970577,178.03824108335553,23.97767051345078,1,0,leak,augmented
,S010,1.1711872913018149,119.84345668097059,19.414900066487586,0,1,burst,augmented
,S010,1.1160460883965666,268.18530315670523,21.05856891505217,0,1,burst,augmented
2024-01-03 08:50:00,S006,2.5520090563391,108.78658444158636,20.457455382069707,0,0,normal,real
,S008,2.260073967953971,167.25626615970907,21.459884207577982,1,0,leak,augmented
,S007,2.1912917666463594,171.13791852246706,23.626333810458327,1,0,leak,augmented
2024-01-02 23:45:00,S005,3.541961438340592,82.80734194968909,18.929548988912337,0,0,normal,real
2024-01-01 11:10:00,S003,3.348262520984461,157.42686120994284,18.9854404716599,0,0,normal,real
,S006,1.4440540274935922,266.8596093246955,14.330624346890547,0,1,burst,augmented
,S005,1.253882925717191,151.42119321014556,17.933523514062827,0,1,burst,augmented
,S005,1.2774088466174685,98.03741473281036,11.342579544868507,0,1,burst,augmented
,S009,1.5222522811685157,147.10523092112243,16.299955715540946,0,1,burst,augmented
2024-01-02 17:10:00,S007,2.956298079454421,95.59137683825408,13.456249931760247,0,0,normal,real
2024-01-04 00:35:00,S007,3.6498939170680775,194.94114466222788,24.551116850000604,0,0,normal,real
,S006,1.150986005839197,187.16808099883244,16.78283692877078,0,1,burst,augmented
,S009,3.2614392149864933,204.63764684945417,22.36147322637849,1,0,leak,augmented
,S004,1.7432975733911937,195.35104826759692,19.617697855125172,1,0,leak,augmented
2024-01-01 16:40:00,S006,2.9250144223983723,52.76415781073262,16.483611758387685,0,0,normal,real
2024-01-04 08:10:00,S006,2.57350696745691,135.91554150304188,22.292435280790784,0,0,normal,real
2024-01-03 14:40:00,S009,3.1231645008881346,53.60075672673333,15.030574093261936,0,0,normal,real
,S001,1.0018161548720395,306.5970393995867,21.739016023442172,0,1,burst,augmented
,S005,1.2258583831582766,309.22872021600426,15.913205428867414,0,1,burst,augmented
2024-01-04 08:05:00,S004,2.7823482996535684,77.63729773590114,10.85503581327901,0,0,normal,real
,S010,2.0724143997554965,218.38500666526545,20.516683501506265,1,0,leak,augmented
,S008,1.9802127349713785,66.53647866890903,13.688394720992665,1,0,leak,augmented
2024-01-03 21:55:00,S005,3.808938828228845,63.0663934192151,17.310766625080642,0,0,normal,real
,S002,1.383079007695375,177.34237130992457,13.894578080005456,0,1,burst,augmented
,S010,2.3649012906652906,172.91494148963693,17.072575659979027,1,0,leak,augmented
,S005,1.7324470078127119,123.07672980105669,15.495229591479543,1,0,leak,augmented
,S003,2.1453080672131826,200.0328677241943,10.427953837137803,1,0,leak,augmented
2024-01-02 09:45:00,S005,3.7926137423774433,138.54283144297398,13.394186623213477,0,0,normal,real
,S006,2.17358945672008,207.7693453407977,15.093040690099647,1,0,leak,augmented
,S006,2.4212467207313826,84.89011972155186,18.957045454525513,1,0,leak,augmented
2024-01-01 00:55:00,S009,2.944410258556124,74.79004085945037,10.234546101117909,0,0,normal,real
,S008,2.665867748022129,262.86648356373996,27.0,1,0,leak,augmented
,S002,1.6002404790442282,124.21177430882949,19.96463894403277,0,1,burst,augmented
,S002,1.376133900399162,163.1400020824014,16.497684733345686,0,1,burst,augmented
,S002,1.1981225538967673,132.78457768858289,13.143800010605322,0,1,burst,augmented
2024-01-04 07:10:00,S005,3.11184390605732,102.16736045733307,10.324683420204751,0,0,normal,real
,S007,2.6308143425623753,168.7754607521067,12.627233767832983,1,0,leak,augmented
,S009,1.3866278758786545,285.9470674938297,21.776710628937305,0,1,burst,augmented
,S010,1.3715686288566822,163.27885954894055,20.62318855569727,0,1,burst,augmented
,S005,2.648065623570367,133.02789172701745,16.722744934743112,1,0,leak,augmented
2024-01-03 21:35:00,S001,2.74254182991098,194.8748479577499,13.086915654841324,0,0,normal,real
,S001,1.5170721951916157,263.9449469828925,17.571551118437874,0,1,burst,augmented
,S001,1.0191672720129443,304.2221260096097,17.607862441843434,0,1,burst,augmented
,S006,2.048042740868142,115.69336097021133,13.355599604178863,1,0,leak,augmented
,S005,1.034923400346314,55.59476637487637,13.627407599397536,0,1,burst,augmented
